A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
-1.117257722899575,-2.38257603295681,0.569251667728516,1.2661768076499778,-1.2491124799463516,0.6088587439358673,0.894742937561722,-0.8805626673386655,-1.241629233718157,-0.49136928948722824,-0.39244056367499675,-1.0498752445648831,-0.18107518095839129,-1.1998918647688777,-0.32092365861859157,-1.3025205598072205,0.17028405026090665,-2.758078008039434,-0.9768280269775441,-0.7921310878230708,1
0.15161435322480146,-0.15938556322918937,-0.3621176623527162,-0.9276093107101235,-0.8716551043625186,-1.1395719462685896,-1.35535862394664,-0.35885378453615124,0.5792140356586732,-0.5538568443701072,-0.868693652504596,-2.285273144382343,-0.5604837169697119,-0.8873911229604944,-1.5210264823871145,-1.8417829546803695,-1.2353309770950835,-1.065196168046733,1.2150611719533018,0.00830822208618574,1
0.7081129072309102,-0.5566843851157215,-1.7597239618806215,-0.3421823937139316,0.34363358942757494,-1.7108721310407249,-1.3208957396799228,-1.107670205481718,-0.5101684450117802,-0.9935636916516873,-0.32590653870337016,0.49599350888151855,-0.22536267307399846,-1.4776803985601623,0.6102875500540882,-1.0467439298278614,0.856547389146898,-2.4917474283922094,-1.0545266187367484,0.007301149867381917,1
-1.154911356404466,0.9860040487638897,-1.3313198442488707,-1.574616511899783,0.40255999460571806,-0.8941156628527391,-0.5278885336473458,0.07401865563530549,0.08676347095586598,-1.7798424842969003,1.690690809448913,-0.8253837857934937,0.9137894515314199,-1.5988096480020277,-0.6136901205810179,0.5744721443963814,-0.6378211946899524,-0.820939182636575,0.06866294147540856,1.0043941985030578,1
-0.5159070466302874,0.28559635570453074,0.6879971150308275,0.18276881817746515,0.27832197006604176,-0.2006811085506477,0.7190002711963682,-0.2897182367801537,-2.1637867544533655,1.3852760445283971,0.20826922309199122,0.8326843719336146,-0.09685482461302121,-0.37534061988104106,1.415579682202626,-0.16635335562354528,0.3402960122118847,0.1417952020800563,-0.2733209429145719,0.46735004982094636,1
-1.126301978006142,0.7712943916614664,0.7408342365436391,0.5096321801670056,-0.33228694055700764,-0.039723173538095305,0.34360744021780704,-0.8054986095508213,-0.6362949713201216,-0.38951732778385717,1.0057710646456293,0.6369144782547266,3.2171096481715744,0.5368998415944928,-0.37687745030977315,0.7470286969404273,-0.19231673095389457,1.6805237446139014,1.6682265123198532,-0.26140402851345623,0
1.1570032831323553,-0.654131625191284,0.871362177841839,0.8038184107833312,0.4353070216319616,1.0187442458662432,-0.024748466748178374,0.29656580144616823,0.19909918953606867,1.6215542439754067,1.1375700732406497,0.1252073685583241,1.2195399201119714,1.0222346662524096,0.3606617380281907,1.2281853139160912,-0.8611218522416941,1.780126315331155,0.4294522701518553,0.23764603191378356,0
-2.0862850557460337,-0.6229159354734854,-0.4380595181855899,0.3656687056100805,-0.39166943246253577,0.059117056702302925,-0.6300141488042147,0.8902376752506376,1.0821675333994667,-1.0774309826398685,0.7346494451767805,-0.35240446386698,-0.19562149113025387,-0.7531766432713458,-1.30698248847126,0.09053534666007201,-1.1374369925523429,0.8839745755263297,-1.9368230243330016,-0.41759177444794005,1
-0.7020525828542213,-1.317894812929749,0.42574457288797024,0.9822999818612582,0.09032302103794124,0.1970549011228217,-0.5856273973402752,-2.0959984317138933,1.5606446306691268,1.0533854630138992,0.4663378458361613,-0.39882221906486115,-0.1669921290722568,-1.6819553818649735,-1.573938305172515,-0.5830097789522405,-1.574806475313327,-1.1368448837670462,-1.3832090913143504,0.6836874728239858,1
-1.332197214156661,0.4458368962558968,-0.1993719640345092,-0.2612719754687032,-1.1334488858815137,-0.19611363025857753,0.9686306396937676,-1.4022715501411795,0.3875126752522948,1.0309046246199116,-2.0953127613820492,0.6159755308001933,-0.9277548858949564,0.1698773070890957,-0.8737323715873166,0.5626100398176285,-0.9387240864870597,-1.1616324445086696,-0.1759913019977883,0.33395875683938553,1
