Region-centroid-col,Region-centroid-row,Region-pixel-count,Short-line-density-5,Short-line-density-2,Vedge-mean,Vegde-sd,Hedge-mean,Hedge-sd,Intensity-mean,Rawred-mean,Rawblue-mean,Rawgreen-mean,Exred-mean,Exblue-mean,Exgreen-mean,Value-mean,Saturatoin-mean,Hue-mean,Class
1.2761886985098154,0.9497363411780247,0.0,2.4106684711372743,-0.19455170047579257,-0.393061322850578,-0.11511980316451133,-0.36395234059243975,-0.1309442229548154,0.5915413050014262,0.5601937909893422,0.7131373963875858,0.46969408084426173,-0.7654479452618059,1.2964774574201032,-1.4290457144380653,0.7010723933787654,-0.4726917056922679,-0.4386130318182459,6
-0.16333605779540725,0.11453841666761619,0.0,-0.35704731841351994,-0.19455170047579257,-0.5989502364727614,-0.12173933112073175,-0.5794444398299339,-0.133991605595884,-0.9474577783409902,-0.9369702431289689,-0.9566682009994888,-0.9361218220343017,0.8655683865943463,-0.8385732083251346,0.5528258247921981,-0.992296939328202,2.510764207246547,-0.4921401844514135,3
-1.2738265840880076,0.8627365573748571,0.0,-0.35704731841351994,-0.19455170047579257,-0.06363865487698563,-0.08760061629322113,1.8217583701567355,-0.02541215819220437,0.17137323695624224,0.19224677019533692,0.19994032383429186,0.11518410266020071,0.05006020771408126,0.3311619914071039,-0.6112832687084508,0.18063325623812518,-0.7008633138419044,-0.4116246983537731,6
-0.876243556156089,1.2803355196300614,0.0,-0.35704731841351994,-0.19455170047579257,-0.16658315986613653,-0.09353860040340072,0.05164081106663974,-0.10745508666133902,0.3285723857435308,0.3254688925649207,0.39909146399987566,0.24354113906710315,-0.29533141051091927,0.7400014588455822,-0.9576298558688479,0.38259475035321067,-0.5431017661225919,-0.42678119419450183,6
0.3302152872235262,1.0715360385024593,0.0,-0.35704731841351994,-0.19455170047579257,-0.12540529857440333,-0.10351476315400264,0.1747794590477175,-0.1074550985663467,0.3217797581247158,0.35718849580824735,0.3531335103446622,0.24659723016669174,0.05965441213578181,0.47312004897002713,-0.8614223310458415,0.3359882535038254,-0.661542888800585,-0.3817944895567232,6
0.9882837472487709,1.8371341359703337,0.0,-0.35704731841351994,-0.19455170047579257,-0.1871720905120031,-0.0922289737690785,-0.3485596701940253,-0.13056435626893487,-0.5059416702726347,-0.5341316073815882,-0.6043238651319437,-0.3554587400680728,0.15559654270071402,-1.0713845714436852,1.6592105246203182,-0.5573029982513876,-0.39944001722420563,2.598381602196062,7
-1.3149558628395854,-0.21606076178442052,0.0,-0.35704731841351994,-0.19455170047579257,-0.5577724196530828,-0.12196645776006759,-0.5024828000801628,-0.1376191706229741,-0.8290732372977067,-0.7403088571774916,-0.8698587301755439,-0.8566626588228029,1.479598108557839,-0.9521397310328733,0.12951342558129617,-0.891316194600984,0.6013338178658014,0.3009954344819515,1
-1.6988291311876447,-0.7380594646034259,0.0,-0.35704731841351994,-0.19455170047579257,3.8070775270425194,5.837760963947362,1.8833276110287163,3.3524377135315997,-0.4118162171495813,-0.5373035619963968,-0.31325686361388655,-0.40435663774301095,-0.8038248492965347,0.31980524868059784,0.2642037525256048,-0.33980599741875755,0.737707999775834,-0.6961238819115656,3
-0.7665654794852148,-0.6684596375608918,0.0,2.4106684711372743,-0.19455170047579257,0.45108450008954254,0.055715213209948336,0.4210566164789424,0.020358361569549555,-0.40890512471276386,-0.353329994504154,-0.3694277086252456,-0.5052086617179508,0.8367857474248667,-0.07199920687798807,-0.71711134686452,-0.39676950651425524,0.04604838412407168,-0.1922214631381269,1
0.371344565975104,-0.7032595510821588,0.0,-0.35704731841351994,-0.19455170047579257,0.9452181685095215,-0.09772239174371719,-0.4101288667361081,-0.1286298418411122,-0.27596513196533656,-0.27085908887626864,-0.2519796303718966,-0.30656075987784986,0.2707271684569737,-0.0663209377246019,-0.15910860339198454,-0.27766404045832455,-0.5234294183173098,-0.45329774800426936,4
1.6874814860255933,0.514737422162187,0.0,-0.35704731841351994,-0.19455170047579257,-0.5989502216487432,-0.12593145638383935,-0.6410137222611937,-0.13969782311155932,-0.9610428905273947,-0.9369702431289689,-0.989860055395855,-0.9391779436645459,0.9998873780200441,-0.9805313527664448,0.6586539116069298,-1.025957186017058,2.0239899028450625,-0.4734613606083425,5
1.3036082176775339,1.6805345251246322,0.0,2.4106684711372743,-0.19455170047579257,0.14225076276181683,-0.1021414387695736,-0.040713050241331,-0.0695905192335208,-0.8019030045409429,-0.775200400761817,-0.8928377070031506,-0.7099688007674188,0.8943510343986186,-1.2644476518700516,1.245518808622417,-0.8576559339301788,0.0020189867427065685,2.1665118266686103,7
1.1253813430873636,-0.14646093474188646,0.0,-0.35704731841351994,-0.19455170047579257,-0.3107054520269295,-0.11998395695387173,-0.6256213954194869,-0.13963483361386297,-0.9387244931705806,-0.9242824118233053,-0.9490085451208167,-0.9300095784987625,0.8943510343986186,-0.8385732083251346,0.5239636106386087,-0.9845291929604041,2.2186996246056565,-0.4547824720403909,5
-1.6302803332683484,-1.2600581674224312,0.0,-0.35704731841351994,-0.19455170047579257,-0.0842274002226246,-0.0827294847454229,-0.2254209668005754,-0.10436073876495901,-0.45742341059262837,-0.400909342273904,-0.4255985306576279,-0.5449382585890279,0.8847568213421254,-0.1628524843259018,-0.6112832687084508,-0.4537329923065046,0.06995379958762427,-0.20607977204862826,1
